12/10/2018 18:13:57,zAlarmP Bottom Door,contact,open,open
12/10/2018 18:14:02,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 18:14:04,zAlarmP Bottom Door,contact,open,open
12/10/2018 18:14:08,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 18:14:10,zAlarmP Bottom Door,contact,open,open
12/10/2018 18:14:12,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 18:14:14,zAlarmP Bottom Door,contact,open,open
12/10/2018 18:14:16,zAlarmP Bottom Door,contact,closed,closed
12/10/2018 18:14:18,zAlarmP Bottom Door,contact,open,open
12/10/2018 18:14:21,zAlarmP Bottom Door,contact,closed,closed
